"Id","contexte_travail","fonction_recherche","statut_professionnel","statut_professionnel_Autre","annee_premiere_publi","Systeme_exploitation","Usage_telephone_mobile","Outils_gestion_travail_av_confinement_visioconférence","Outils_gestion_travail_av_confinement_planification_RDV","Outils_gestion_travail_av_confinement_gestion_temps","Outils_gestion_travail_av_confinement_métier_interne_entreprise","Outils_gestion_travail_av_confinement_planification_suivi_taches_gestion_projet","Outils_gestion_travail_av_confinement_services_ligne","Outils_gestion_travail_av_confinement_redaction_collectif","Outils_gestion_travail_av_confinement_gestion_references","Outils_gestion_travail_suite_confinement_visioconference","Outils_gestion_travail_suite_confinement_planification_RDV","Outils_gestion_travail_suite_confinement_gestion_temps","Outils_gestion_travail_suite_confinement_metier_interne_entreprise","Outils_gestion_travail_suite_confinement_planification_suivi_taches_gestion_projet","Outils_gestion_travail_suite_confinement_services_ligne","Outils_gestion_travail_suite_confinement_redaction_collectifs","Outils_gestion_travail_suite_confinement_gestion_references","Acces_informations_recherches_instititionnel","Acces_informations_recherches_moteur_recherche_generalistes","Acces_informations_recherches_moteur_recherche_scientifiques","Acces_informations_recherches_pay_per_view","Acces_informations_recherches_entrepot_donnees","Acces_informations_recherches_reseaux_numeriques_academiques","Acces_informations_recherches_archives_ouvertes","Acces_informations_recherches_bibliotheques_numeriques","Acces_informations_recherches_demandes_web","Acces_informations_recherches_extensions_navigateur","Acces_informations_recherches_bibliotheques_clandestines","Acces_informations_recherches_demande_auteurs","decouverte_outils_num_travail","type_donnees_nombres_valeurs_numeriques","type_donnees_textes","type_donnees_images","type_donnees_videos","type_donnees_ 3D","type_donnees_sons","volumetrie_donnees","Reutilisation_donnees","Archive_long_terme","tiers_archivage","Tiers_archivage_recod","crowdsourcing","outils_sauvegarde_carnets_papier","Outils_sauvegarde_carnets_numeriques","Outils_sauvegarde_base_donnees_labo","Outils_sauvegarde_supports_amovibles","Outils_sauvegarde_reseau_informatique_local","Outils_sauvegarde_disque_dur","Outils_sauvegarde_cloud_institutionnel","Outils_sauvegarde_cloud_non-institutionnel","logiciel_production_donnees","types_logiciels_production_donnees","Usage_outils_nettoyage","outils_nettoyage","Usage_outils_analyse","Outils_analyses","Usage_outils_visualisation","Outils_visualisation","usage_outils_systemes_qualif_donnees","Outils_redaction_documents_traitement_texte","Outils_redaction_documents_traitement_texte_ligne","Outils_redaction_documents_editeur_Latex","Outils_redaction_documents_balisage","Outils_redaction_documents_aide_redaction","Outils_redaction_documents_formats_specifiques","Outils_redaction_documents_gestionnaire_references","Outils_redaction_documents_traduction","Outils_redaction_documents_PAO","outils_production_figure","Formats_presentation_resultats_recherche_communication","Formats_presentation_resultats_recherche_articles_evaluation_pairs","Formats_presentation_resultats_recherche_articles_sans_evaluation_pairs","Formats_presentation_resultats_recherche_chapitre_ouvrage","Formats_presentation_resultats_recherche_presse","Formats_presentation_resultats_recherche_document_interne","Formats_presentation_resultats_recherche_reseaux_sociaux","Formats_presentation_resultats_recherche_livre","Formats_presentation_resultats_recherche_billet_web","Formats_presentation_resultats_recherche_billet_blog_personnel","Formats_presentation_resultats_recherche_autre","criteres_soumission_publi","Pre-print_non_evalues_platerforme_not_for_profit","Pre-print_non_evalues_reseaux-sociaux-num_academiques","Pre-print_non_evalues_site_web_personnel","Diffusion_donnees_produites_complement_plateforme_editeur","Diffusion_donnees_produites_article_donnees","Diffusion_donnees_produites_entrepots_generalistes","Diffusion_donnees_produites_entrepot_disciplinaire","Diffusion_donnees_produites_résultats_négatifs","Diffusion_autres_types_production_projet_recherche","Diffusion_autres_types_production_grant_proposals","Diffusion_autres_types_production_protocoles","Diffusion_autres_types_production_notebook","Diffusion_autres_types_production_codes","Diffusion_autres_types_production_prorotypes","Diffusion_autres_types_production_rapports","Diffusion_autres_types_production_materiels_accompagnement","Diffusion_autres_types_production_posters","Diffusion_publications_evaluees_pairs_archives_ouvertes","Diffusion_publications_evaluees_pairs_entrepots_generalistes","Diffusion_publications_evaluees_pairs_reseaux_sociaux_num_academiques","Valorisation_recherche_referencement","Valorisation_recherche_reseaux_sociaux_num_generalistes","Valorisation_recherche_reseaux_sociaux_num_academiques","Valorisation_recherche_presence_num","Valorisation_recherche_multimédia","Valorisation_recherche_media_ligne","Valorisation_recherche_sciences_citoyennes","Valorisation_recherche_transfert_technologie","Valorisation_recherche_conferences","Valorisation_recherche_hackatons","plateforme_evaluation_ouverte","quelles_plateforme_ouverte","Souhait_partage_donnees_produites-partenariat","Souhait_partage_donnees_produites_discipline","Souhait_partage_donnees_produites_pays_continent","Souhait_partage_donnees_produites_domaine_economique","Souhait_partage_donnees_produites_secteur_associatif","Souhait_partage_donnees_produites_sans_restriction","compatibilite_diffusion_partage","evolutions_pratiques_numeriques","sexe","disciplines_9niv","annee_de_naissance-recod10niv"
768,"nous sommes entre 21 et 50 personnes","ingénieur / ingénieure d'études","fonctionnaire ou assimilé",,"2007","MacOS","parfois","souvent","parfois","jamais","toujours","parfois","souvent","souvent","parfois","souvent","parfois","jamais","toujours","parfois","souvent","souvent","parfois","parfois","souvent","parfois","parfois","rarement","rarement","rarement","parfois","jamais","jamais","jamais","toujours","par des collègues, des amis;par mon institution, mon entreprise;au cours d'une formation;par une veille sur ces questions;en cherchant par moi-même","parfois","toujours","toujours","souvent","rarement","souvent","5 valeurs numériques ; 800 000 signes ; 300 images ; 15 vidéos ; 3 sons","souvent","oui","institutionnel / non institutionnel","conservation personnelle;Institution","non","jamais","souvent","rarement","souvent","jamais","toujours","parfois","souvent","Excel, Googlesheets, Drive, Word, InDesign, Xml","des logiciels partiellement ou complètement gratuits mais propriétaires;des logiciels payants;des logiciels internes à mon organisation","jamais",,"jamais",,"parfois","Excel","souvent","toujours","souvent","jamais","souvent","jamais","toujours","parfois","souvent","toujours","Illustrator, Photoshop","rarement","toujours","jamais","rarement","rarement","souvent","rarement","rarement","parfois","jamais","jamais","transparence du processus d'évaluation;refus des revues prédatrices;notoriété de la revue, de l'éditeur, du congrès dans ma discipline","souvent","jamais","jamais","souvent","jamais","toujours","parfois","jamais","oui","non","oui","non","oui","non","oui","non","oui","souvent","rarement","jamais","toujours","parfois","rarement","parfois","rarement","rarement","parfois","jamais","souvent","rarement","non, je ne sais pas ce que c'est",,"oui","non","non","non","oui","non","non","nécessairement par contingence","un homme","Sciences sociales","46 à 50 ans"
769,"nous sommes entre 2 et 5 personnes","doctorant / doctorante (y compris CIFRE)","contrat doctoral",,"2020","Windows","rarement","rarement","souvent","jamais","souvent","jamais","toujours","souvent","rarement","souvent","souvent","jamais","souvent","jamais","toujours","souvent","toujours","jamais","souvent","toujours","jamais","jamais","parfois","parfois","rarement","jamais","parfois","souvent","rarement","par des collègues, des amis;par mon institution, mon entreprise;au cours d'une formation;en cherchant par moi-même","toujours","rarement","jamais","jamais","jamais","jamais","500","jamais","oui","Je les garde","conservation personnelle","oui","jamais","jamais","jamais","toujours","jamais","toujours","jamais","souvent","Limesurvey, Surveymonkey, JATOS","des logiciels payants;des logiciels libres et gratuits","jamais",,"toujours","R studio, SPSS, statistica, Jasp","jamais",,"jamais","toujours","souvent","jamais","jamais","jamais","jamais","toujours","toujours","jamais",,"souvent","toujours","jamais","jamais","jamais","jamais","jamais","jamais","parfois","jamais","jamais","indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);notoriété de la revue, de l'éditeur, du congrès dans ma discipline;transparence du processus d'évaluation","jamais","jamais","jamais","jamais","jamais","parfois","jamais","jamais","oui","non","non","non","non","non","non","non","non","toujours","rarement","souvent","toujours","jamais","souvent","jamais","jamais","jamais","jamais","jamais","souvent","jamais","oui, j'en ai entendu parler","pre-registering (PLOS, OSF, AsPredicted...);journaux open peer review  / évaluation ouverte  (pré-publication) (F1000, PeerJ...);outils de peer review (PubPeer, ScienceOpen, Publons, Peer Community In, Self Journal of Science...)","oui","oui","oui","non","non","non","Oui","Oui, plus de pré-enregistrement d'études, plus d'accès libre aux articles, fin de la toute puissance éditoriale","une femme","Sciences humaines","moins de 25 ans"
770,"nous sommes entre 2 et 5 personnes","doctorant / doctorante (y compris CIFRE)","contrat doctoral",,"2017","Windows","jamais","souvent","souvent","jamais","jamais","rarement","toujours","parfois","toujours","toujours","souvent","jamais","jamais","jamais","souvent","parfois","toujours","souvent","jamais","souvent","jamais","jamais","parfois","rarement","jamais","jamais","jamais","souvent","rarement","par des collègues, des amis;par mon institution, mon entreprise","toujours","jamais","jamais","jamais","jamais","jamais","En moyenne 600 personnes x 150 items","parfois","non",,,"oui","toujours","rarement","jamais","parfois","rarement","parfois","jamais","parfois","Limesurvey
Surveymonkey
Opensesame","des logiciels payants;des logiciels libres et gratuits","jamais",,"toujours","Rstudio
JASP","rarement","Rstudio","jamais","toujours","parfois","jamais","jamais","jamais","jamais","toujours","souvent","jamais","Rstudio","souvent","parfois","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);transparence du processus d'évaluation","parfois","parfois","jamais","jamais","parfois","jamais","jamais","jamais","oui","non","non","non","oui","non","non","non","oui","jamais","jamais","jamais","souvent","jamais","jamais","jamais","jamais","jamais","jamais","jamais","toujours","jamais","oui, j'en ai entendu parler","pre-registering (PLOS, OSF, AsPredicted...)","oui","oui","oui","oui","oui","oui","oui","aucune idée","un homme","Sciences humaines","25 à 30 ans"
771,"nous sommes entre 2 et 5 personnes","chargé / chargée de recherche (CNRS, INSERM, INRAE, CNES...)","fonctionnaire ou assimilé",,"1992","MacOS","jamais","souvent","souvent","jamais","jamais","toujours","rarement","parfois","toujours","souvent","souvent","jamais","jamais","toujours","rarement","parfois","toujours","parfois","parfois","souvent","jamais","rarement","rarement","souvent","jamais","jamais","jamais","jamais","rarement","par des collègues, des amis;en cherchant par moi-même","toujours","jamais","jamais","jamais","jamais","jamais","Très variable, le plus souvent une dizaine de MO","parfois","oui",,,"non","jamais","jamais","jamais","toujours","souvent","jamais","jamais","jamais","Outils de calcul scientifique","des logiciels créés à cette fin (seul ou avec des collègues)","jamais",,"jamais",,"toujours","Librairie Python","jamais","jamais","jamais","toujours","rarement","jamais","parfois","toujours","jamais","jamais","Librairies Python, TikZ (LaTeX)","souvent","souvent","jamais","rarement","jamais","jamais","jamais","rarement","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;refus des revues prédatrices;diffusion en accès libre (imposé par mon institution, financeur);frais de publications (Article Processing Charges)","toujours","jamais","toujours","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","oui","non","oui","toujours","jamais","jamais","jamais","jamais","jamais","souvent","jamais","parfois","jamais","rarement","souvent","jamais","oui, parfaitement","pre-registering (PLOS, OSF, AsPredicted...);journaux open peer review  / évaluation ouverte  (pré-publication) (F1000, PeerJ...)","oui","oui","oui","oui","oui","oui","Pas systématiquement","Je ne pense pas. Je produis des algorithmes plutôt que des données.","un homme","Mathématiques, Informatiques","51 à 55 ans"
772,"nous sommes entre 2 et 5 personnes","maître / maîtresse de conférences et assimilés","fonctionnaire ou assimilé",,"2005","Windows","jamais","parfois","parfois","jamais","jamais","jamais","toujours","rarement","toujours","parfois","parfois","jamais","jamais","jamais","toujours","rarement","toujours","toujours","toujours","toujours","jamais","jamais","toujours","toujours","parfois","jamais","jamais","jamais","jamais","au cours d'une formation;en cherchant par moi-même","jamais","toujours","jamais","jamais","jamais","jamais","50","jamais","oui","Dropbox","dropBox","non","parfois","souvent","jamais","toujours","jamais","toujours","jamais","toujours","Alceste","des logiciels payants","toujours","Bloc notes","parfois","Alceste","souvent","Alceste","jamais","toujours","rarement","jamais","jamais","jamais","jamais","toujours","jamais","jamais","Non","parfois","souvent","jamais","souvent","jamais","jamais","jamais","jamais","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","non","souvent","jamais","souvent","toujours","jamais","toujours","toujours","jamais","jamais","jamais","jamais","jamais","jamais","oui, j'en ai entendu parler","pre-registering (PLOS, OSF, AsPredicted...);outils de peer review (PubPeer, ScienceOpen, Publons, Peer Community In, Self Journal of Science...)","oui","oui","oui","oui","oui","non","Non","Oui avec une diffusion uniquement numérique et avec un impact plus large sur les différentes populations","un homme","Sciences humaines","36 à 40 ans"
773,"je travaille seul","doctorant / doctorante (y compris CIFRE)","contrat doctoral",,"2019","Windows","parfois","parfois","rarement","jamais","jamais","jamais","souvent","jamais","rarement","parfois","rarement","jamais","jamais","jamais","jamais","rarement","rarement","parfois","toujours","toujours","jamais","jamais","toujours","parfois","parfois","jamais","jamais","souvent","parfois","par des collègues, des amis;par mon institution, mon entreprise;au cours d'une formation;en cherchant par moi-même","toujours","toujours","souvent","jamais","jamais","jamais","haute","souvent","oui","Google Drive, Dropbox, Cloud institutionnel","Cloud institutionnel;dropBox;Google Drive","non","toujours","souvent","jamais","rarement","jamais","jamais","parfois","parfois","Office, logiciel de statistique (SPSS, R)","des logiciels libres et gratuits","jamais",,"souvent","SPSS, R","souvent","Microsoft Excel, SPSS","jamais","toujours","rarement","jamais","jamais","jamais","jamais","rarement","souvent","parfois","GIMP, Illustrator,Office","souvent","souvent","jamais","jamais","jamais","rarement","jamais","jamais","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;frais de publications (Article Processing Charges);transparence du processus d'évaluation","jamais","parfois","jamais","parfois","parfois","jamais","jamais","jamais","non","non","non","non","non","non","oui","non","oui","souvent","jamais","souvent","souvent","souvent","toujours","souvent","jamais","jamais","jamais","jamais","toujours","jamais","oui, j'en ai entendu parler","outils de peer review (PubPeer, ScienceOpen, Publons, Peer Community In, Self Journal of Science...)","oui","oui","oui","non","non","oui","oui","oui peut être avec des nouveaux tools de logiciel faites pour ma typologie de donées","une femme","Sciences humaines","25 à 30 ans"
774,"je travaille seul","maître / maîtresse de conférences et assimilés","fonctionnaire ou assimilé",,"2010","Windows;Linux","jamais","parfois","souvent","jamais","parfois","jamais","souvent","souvent","parfois","souvent","souvent","jamais","souvent","jamais","souvent","souvent","parfois","parfois","souvent","souvent","jamais","jamais","rarement","souvent","parfois","jamais","parfois","jamais","rarement","par des collègues, des amis;par mon institution, mon entreprise;via les réseaux sociaux numériques (Twitter...);au cours d'une formation;en cherchant par moi-même","rarement","souvent","rarement","souvent","jamais","rarement","Je ne sais pas vraiment.","souvent","oui","Stockage personnel sur disques durs.","conservation personnelle","non","jamais","jamais","jamais","souvent","parfois","souvent","parfois","parfois","Je n'utilise pas de logiciel spécifique, travaillant sur des usages en éducation, j'exploite des questionnaires et leurs réponses (Google Drive) associés à des observations ""in vivo"" (vidéos stockées sur disque dur). Ponctuellement des logiciels gratuits (Framasoft) qui produisent des données à partir d'activités d'apprentissage.","des logiciels payants;des logiciels partiellement ou complètement gratuits mais propriétaires;des logiciels libres et gratuits;des logiciels gratuits avec des fonctionnalités premium;des logiciels internes à mon organisation","jamais",,"jamais",,"jamais",,"rarement","souvent","souvent","jamais","jamais","jamais","rarement","parfois","souvent","rarement","Gimp, Photofiltre, Photoshop.","souvent","parfois","jamais","parfois","jamais","rarement","jamais","jamais","jamais","parfois","rarement","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;transparence du processus d'évaluation;refus des revues prédatrices","jamais","jamais","rarement","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","oui","souvent","jamais","rarement","rarement","jamais","rarement","jamais","rarement","jamais","jamais","jamais","souvent","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","oui","oui","oui","Oui, certainement...","Oui, publications de mes travaux de recherche plus largement : collègues universitaires au sein de mon institution, du même domaine hors institution, publications généralistes en ligne (Academia) ou articles de vulgarisation dans la presse en ligne (The conversation, par ex.). Peut-être également diffuser une page personnelle (parcours, publications, actualités et projets de recherche en cours) pour être plus ""visible"" et favoriser des collaborations (inter-disciplinaires).","un homme","Sciences humaines","51 à 55 ans"
775,"nous sommes entre 2 et 5 personnes","doctorant / doctorante (y compris CIFRE)","contrat doctoral",,"2017","Windows","jamais","rarement","parfois","souvent","souvent","souvent","toujours","toujours","toujours","rarement","parfois","souvent","souvent","souvent","toujours","toujours","toujours","souvent","souvent","souvent","jamais","jamais","souvent","souvent","parfois","jamais","souvent","souvent","rarement","par des collègues, des amis;par mon institution, mon entreprise;par une veille sur ces questions;en cherchant par moi-même","souvent","jamais","jamais","jamais","jamais","jamais","Question trop floue","jamais","non",,,"oui","jamais","jamais","jamais","souvent","parfois","souvent","souvent","souvent","Excel
Statistica","des logiciels payants ""crackés"";des logiciels internes à mon organisation;des logiciels payants","jamais",,"souvent","Statistica","souvent","Excel
Statistica","parfois","toujours","parfois","jamais","jamais","jamais","jamais","souvent","souvent","parfois",,"parfois","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);transparence du processus d'évaluation;diffusion en accès libre (choix personnel)","jamais","rarement","jamais","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","oui","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","parfois","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","non","oui","oui","Oui","Non","un homme","Sciences humaines","31 à 35 ans"
776,"nous sommes entre 11 et 20 personnes","doctorant / doctorante (y compris CIFRE)","contrat doctoral",,"2018","Windows","rarement","jamais","souvent","jamais","jamais","jamais","parfois","rarement","toujours","rarement","souvent","jamais","jamais","jamais","parfois","rarement","toujours","jamais","souvent","souvent","jamais","jamais","toujours","rarement","souvent","jamais","jamais","souvent","rarement","par des collègues, des amis;par mon institution, mon entreprise","parfois","parfois","parfois","jamais","jamais","jamais","Ne sais pas","rarement","non",,,"non","souvent","jamais","jamais","toujours","jamais","toujours","rarement","jamais","Excel","des logiciels payants","jamais",,"jamais",,"jamais",,"jamais","toujours","rarement","jamais","jamais","jamais","jamais","toujours","toujours","rarement","Photoshop et Illustrator","parfois","parfois","parfois","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;refus des revues prédatrices","jamais","jamais","jamais","jamais","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","oui","jamais","jamais","souvent","toujours","rarement","toujours","jamais","jamais","jamais","jamais","jamais","parfois","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","oui","oui","oui","Ne sais pas","Ne sais pas","un homme","Sciences humaines","25 à 30 ans"
777,"nous sommes entre 2 et 5 personnes","ingénieur / ingénieure de recherche","en CDD",,"2015","MacOS;Linux","jamais","rarement","rarement","jamais","jamais","jamais","toujours","souvent","jamais","souvent","rarement","jamais","jamais","jamais","toujours","souvent","jamais","souvent","souvent","jamais","jamais","jamais","rarement","souvent","jamais","souvent","jamais","souvent","jamais","par des collègues, des amis;par mon institution, mon entreprise;au cours d'une formation;par une veille sur ces questions;en cherchant par moi-même","toujours","jamais","toujours","rarement","toujours","jamais","1Tb","jamais","non",,,"non","souvent","souvent","jamais","toujours","toujours","toujours","parfois","jamais","MATLAB, RStudio, Fiji","des logiciels payants;des logiciels libres et gratuits","jamais",,"souvent",,"souvent",,"jamais","rarement","parfois","toujours","jamais","jamais","jamais","jamais","souvent","jamais","MATLAB, Rstudio, Fiji","souvent","toujours","parfois","jamais","jamais","jamais","jamais","jamais","jamais","parfois","jamais","notoriété de la revue, de l'éditeur, du congrès dans ma discipline;indicateurs chiffrés de la revue (Facteur d'impact, JCR, SIGAPS…);critères HCERES, FNGE, CNRS, CNU…;frais de publications (Article Processing Charges)","jamais","jamais","jamais","souvent","jamais","jamais","jamais","jamais","non","non","non","non","non","non","non","non","non","toujours","jamais","parfois","jamais","jamais","parfois","parfois","jamais","jamais","jamais","jamais","toujours","jamais","non, je ne sais pas ce que c'est",,"oui","oui","oui","oui","oui","non",,,"un homme","Mathématiques, Informatiques","31 à 35 ans"
